"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1313851259515023363","x1586136346107805699",2022-10-28 23:22:28,"201Pride","At last, football brings Georgia Tech’s Ayinde Eley and his father together https://t.co/OO28w8v24X","Twitter for iPad",114,,,,FALSE,TRUE,0,9,,,,,"ajc.com/sports/georgia…","https://t.co/OO28w8v24X","https://www.ajc.com/sports/georgia-tech/at-last-football-brings-georgia-techs-ayinde-eley-and-his-father-together/L6IAPK2FKNAEPMOZPBVNKBCZHY/?utm_campaign=snd-autopilot",,,,,,,,,"x16260506","AJCsports","en",,,,,,,,,,,,,,,,"x1586094213032198144","At last, football brings Georgia Tech’s Ayinde Eley and his father together https://t.co/OO28w8v24X",2022-10-28 20:35:03,"SocialNewsDesk",17,9,"x16260506","AJCsports","AJC Sports",29934,6472,103635,"Atlanta, Georgia","Our journalists can keep you informed with real, fact-based news because of @ajc subscribers. Learn more: https://t.co/vcyz0M102k 
News tips and FAQs at https://t.co/rvRoZrQljq",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/201Pride/status/1586136346107805699","B. Herrel","Atlanta ","201 Pride is a sports blog that goes around Atlanta and beyond.  It contains news, asks questions, and offers opinions. @NJATL14 is the author of this blog.","https://t.co/ZWzdK8JGXl",FALSE,35,508,0,21283,34,2020-10-07 14:39:19,FALSE,"https://t.co/ZWzdK8JGXl","http://www.201pride.com",,"https://pbs.twimg.com/profile_banners/1313851259515023363/1602081996",,"http://pbs.twimg.com/profile_images/1313851737573396480/CtSE0FJA_normal.jpg"
"x1363119464","x1586136190834528256",2022-10-28 23:21:51,"w_mccan","Four Years that totally changed my life!  These yearbooks sit in my office as one of many reminders. It’s been nearly 40 years since I received the first one! I will always deeply cherish my time at Georgia Tech. 
Go Jackets! https://t.co/WSetxfYIv5","Twitter Web App",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x1573065764","billblackstock","en",,,,,,,,,,,,,,,,"x1584571012137463808","Four Years that totally changed my life!  These yearbooks sit in my office as one of many reminders. It’s been nearly 40 years since I received the first one! I will always deeply cherish my time at Georgia Tech. 
Go Jackets! https://t.co/WSetxfYIv5",2022-10-24 15:42:23,"Twitter for iPhone",13,2,"x1573065764","billblackstock","Bill Blackstock",378,458,2420,"","Ramblin Wreck from Georgia Tech",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/w_mccan/status/1586136190834528256","Work from home: ""Spooky Action at a Distance""","USA","On an unaired (politics) Top Gear ""Star in a Reasonably Priced Car"" segment, I beat by 1.36 seconds The Stig's time with a combo of his and an F1 line.",,FALSE,1830,1436,65,28288,172,2013-04-18 23:17:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/1363119464/1398211384","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1577327718525460485/G340iIWy_normal.jpg"
"x16753653","x1586136177429843968",2022-10-28 23:21:48,"jkdegen","Working title for upcoming Artists’ Rights Symposium talk in Georgia.

“Internet Archive &amp; Robot Libraries: How Big Tech is Destroying Reading.”","Twitter for iPhone",148,,,,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jkdegen/status/1586136177429843968","if you can’t find John Degen, look in the lake","The Book Room","Sleeping dog. Novelist, poet, rock nerd. He/him. CEO @twuc, Chair @IntAuthors - Opinions entirely my own, so don’t even.","https://t.co/a7OaEMXJ5R",FALSE,5319,5192,93,829,27695,2008-10-15 03:23:31,FALSE,"https://t.co/a7OaEMXJ5R","http://jkdegen.com",,"https://pbs.twimg.com/profile_banners/16753653/1566999613","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1576299516852068352/FHlawfmH_normal.jpg"
"x11388432","x1586136031157420034",2022-10-28 23:21:13,"wbm","Four Years that totally changed my life!  These yearbooks sit in my office as one of many reminders. It’s been nearly 40 years since I received the first one! I will always deeply cherish my time at Georgia Tech. 
Go Jackets! https://t.co/WSetxfYIv5","Twitter for iPad",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x1573065764","billblackstock","en",,,,,,,,,,,,,,,,"x1584571012137463808","Four Years that totally changed my life!  These yearbooks sit in my office as one of many reminders. It’s been nearly 40 years since I received the first one! I will always deeply cherish my time at Georgia Tech. 
Go Jackets! https://t.co/WSetxfYIv5",2022-10-24 15:42:23,"Twitter for iPhone",13,2,"x1573065764","billblackstock","Bill Blackstock",378,458,2420,"","Ramblin Wreck from Georgia Tech",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wbm/status/1586136031157420034","Wally","ATL, KnoxVegas, DC","Developer, startup guy, business, author. Obsessed with customer problems and products. #gatech #Xamarin Strap on your stupid and hold on.","https://t.co/XLmPZwso4O",FALSE,19698,17953,560,63003,5407,2007-12-20 23:37:37,FALSE,"https://t.co/XLmPZwso4O","http://www.tournamentdirector.biz",,"https://pbs.twimg.com/profile_banners/11388432/1419087028","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1478370359858585612/e-nKO1jv_normal.jpg"
"x3339207995","x1586134966286528513",2022-10-28 23:16:59,"joshuahatcher13","We got alums here at Georgia Tech supporting the squad @tylersimon_42 @joshuahatcher13 @_cashin_0ut https://t.co/OEren08eWG","Twitter for iPhone",139,,,,FALSE,TRUE,0,1,,,,,,,,"http://pbs.twimg.com/media/FgMHVXvXEAUMgFF.jpg","https://t.co/OEren08eWG","https://twitter.com/KSUOwlHowl/status/1586119567344271360/photo/1","photo","http://pbs.twimg.com/media/FgMHVXvXEAUMgFF.jpg","https://t.co/OEren08eWG","https://twitter.com/KSUOwlHowl/status/1586119567344271360/photo/1",,"x598845204 x1626459144 x3339207995 x1498212798","KSUOwlHowl tylersimon_42 joshuahatcher13 _cashin_0ut","en",,,,,,,,,,,,,,,,"x1586119567344271360","We got alums here at Georgia Tech supporting the squad @tylersimon_42 @joshuahatcher13 @_cashin_0ut https://t.co/OEren08eWG",2022-10-28 22:15:48,"Twitter for Android",11,1,"x598845204","KSUOwlHowl","Jon (KSU Owls Fan)",21263,22039,50651,"Georgia","Opinions are ALL my own (FAN ACCOUNT). Not affiliated with KSU.

I track KSU 🏈 🏀 ⚾ recruiting on my site https://t.co/SPmy47QglU

Kennesaw State fan since 2009.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/joshuahatcher13/status/1586134966286528513","josh hatcher","","I am second • @KSUOwlsbaseball alum • Texas Rangers organization",,FALSE,4015,1329,16,2901,9746,2015-06-21 15:12:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/3339207995/1656088682","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1528154425017106433/jTNvNrTS_normal.jpg"
"x1578201072","x1586134562182045698",2022-10-28 23:15:23,"LWOSJustinP","We look at a big matchup in the ACC: Florida State taking on Georgia Tech. 

https://t.co/xNYbWLZgpQ","Twitter for Android",119,,,,FALSE,TRUE,0,1,,,,,"lastwordonsports.com/collegefootbal…","https://t.co/xNYbWLZgpQ","https://lastwordonsports.com/collegefootball/2022/10/24/florida-state-georgia-tech-preview/",,,,,,,,,"x2270713080","LastWordOnCFB","en",,,,,,,,,,,,,,,,"x1586133459143008256","We look at a big matchup in the ACC: Florida State taking on Georgia Tech. 

https://t.co/xNYbWLZgpQ",2022-10-28 23:11:00,"TweetDeck",1,1,"x2270713080","LastWordOnCFB","🏈LastWordOnCFB🏈",2918,1810,19926,"","Analysis & opinion for the discerning college football fan. Part of the Last Word On Sports Network. #LWOS",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LWOSJustinP/status/1586134562182045698","Justin Patrick he/him","DON'T BUY @frigidaire @electro","@LastWordOnNFL editor/writer
@twentyonepilots @linkinpark @michaeltolcher @nfrealmusic @selfishthings @donbroco @mikeshinoda Clemson Pats Red Sox Celtics Bruins","https://t.co/l3aCjdtHG2",FALSE,2212,4360,25,92672,108642,2013-07-08 17:45:45,FALSE,"https://t.co/l3aCjdtHG2","http://lastwordonsports.com/author/JustinPatrick",,"https://pbs.twimg.com/profile_banners/1578201072/1441323547","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1065783509288013824/lPpaCiG6_normal.jpg"
"x1092992304783286272","x1586133829948829696",2022-10-28 23:12:28,"CoachSD7","@KyleHunterPicks Georgia Tech, 47","Twitter for iPhone",16,"x1586127941242691587","x174796122","KyleHunterPicks",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x174796122","KyleHunterPicks","cs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CoachSD7/status/1586133829948829696","Coach S D","","International football coach and proud father. Part time sports trader.",,FALSE,116,399,1,1681,11492,2019-02-06 03:44:07,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1262435004434599936/dvLSkAec_normal.jpg"
"x2270713080","x1586133459143008256",2022-10-28 23:11:00,"LastWordOnCFB","We look at a big matchup in the ACC: Florida State taking on Georgia Tech. 

https://t.co/xNYbWLZgpQ","TweetDeck",100,,,,FALSE,FALSE,1,1,,,,,"lastwordonsports.com/collegefootbal…","https://t.co/xNYbWLZgpQ","https://lastwordonsports.com/collegefootball/2022/10/24/florida-state-georgia-tech-preview/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LastWordOnCFB/status/1586133459143008256","🏈LastWordOnCFB🏈","","Analysis & opinion for the discerning college football fan. Part of the Last Word On Sports Network. #LWOS","https://t.co/asNHPDiCdw",FALSE,2918,1810,62,19926,7464,2013-12-31 18:49:00,FALSE,"https://t.co/asNHPDiCdw","https://lastwordonsports.com/collegefootball/",,"https://pbs.twimg.com/profile_banners/2270713080/1644437907","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1491506799895216130/Kiv6PjY1_normal.jpg"
"x2356830930","x1586133172005134338",2022-10-28 23:09:51,"GWU_WBK","#GWUHomecoming22 is here. Register for the Homecoming Auction and start bidding. 
Bid and win a VIP experience with:
 @GWUBaseball at Georgia Tech
 @GWU_MBK at UNC Chapel Hill
 @GWU_WBK at Clemson
and other GWU teams!
Auction ends Sunday at 11:59 pm
▶️https://t.co/N4YEzyuiWs https://t.co/IDEebl8uFJ","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,"GWUHomecoming22",,,,,,,,,,,,,"x25078172","BulldogClub","en",,,,,,,,,,,,,,,,"x1586130895274139649","#GWUHomecoming22 is here. Register for the Homecoming Auction and start bidding. 
Bid and win a VIP experience with:
 @GWUBaseball at Georgia Tech
 @GWU_MBK at UNC Chapel Hill
 @GWU_WBK at Clemson
and other GWU teams!
Auction ends Sunday at 11:59 pm
▶️https://t.co/N4YEzyuiWs https://t.co/IDEebl8uFJ",2022-10-28 23:00:48,"Hootsuite Inc.",3,2,"x25078172","BulldogClub","Gardner-Webb Bulldog Club",636,119,3289,"Boiling Springs, NC","Bulldog Club supports the 500+ student-athletes competing in NCAA Division I intercollegiate athletics at Gardner-Webb University.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GWU_WBK/status/1586133172005134338","Gardner-Webb Women’s Basketball","Boiling Springs, N.C.","The Official Home of Gardner-Webb Women's Basketball","https://t.co/2hXhPQ289b",FALSE,5474,472,32,3000,965,2014-02-22 19:46:06,FALSE,"https://t.co/2hXhPQ289b","http://www.gwusports.com/sports/womens-basketball",,"https://pbs.twimg.com/profile_banners/2356830930/1651147309","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1519648015035904000/m4ClgsL2_normal.jpg"
"x1573348336966434816","x1586132887111274496",2022-10-28 23:08:43,"tcc691027","I will be at the FSU vs. Georgia Tech game this Saturday. Go Noles !🍢 🍢@FSURivalsCade @FSUCoachJP @Coach_Barfield @FSUFootball @Coach_Norvell @SuwanneeFB @FSU_Recruiting","Twitter for Android",140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x1335997956558884877 x1564381289335119889 x1021127588 x1076644555","BraxtynGreen FSURivalsCade FSUCoachJP Coach_Barfield","en",,,,,,,,,,,,,,,,"x1585828246788182018","I will be at the FSU vs. Georgia Tech game this Saturday. Go Noles !🍢 🍢@FSURivalsCade @FSUCoachJP @Coach_Barfield @FSUFootball @Coach_Norvell @SuwanneeFB @FSU_Recruiting",2022-10-28 02:58:11,"Twitter for iPhone",102,5,"x1335997956558884877","BraxtynGreen","Braxtyn Green",302,675,201,"","Class of 2023 Kicker/Punter Suwannee HS @KickingWorld Hot Prospect",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tcc691027/status/1586132887111274496","tcc691027","Ashburn, GA","Christian, Father, Grandfather, Single, Love FSU Sports, National Football Federation, Love Travel, Conservative, Love to help others, Help kids get Recruited",,FALSE,127,539,0,1586,1333,2022-09-23 16:27:48,FALSE,,,,"https://pbs.twimg.com/profile_banners/1573348336966434816/1663952101",,"http://pbs.twimg.com/profile_images/1573348556102066176/S9MBa8ba_normal.jpg"
"x2163156313","x1586132815141273603",2022-10-28 23:08:26,"pfitzgerald68","@BarrettSallee Georgia Tech has a good engineering school","Twitter for iPhone",42,"x1586015927514144774","x46260740","BarrettSallee",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x46260740","BarrettSallee","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pfitzgerald68/status/1586132815141273603","Patrick Fitzgerald","Knoxville, TN","casual observer of FSU Sports, University of Tennessee, politics and life!",,FALSE,90,314,3,11759,9872,2013-10-29 16:23:38,FALSE,,,,"https://pbs.twimg.com/profile_banners/2163156313/1660704072","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1559732266812817411/y4Y_f4jV_normal.jpg"
"x28836649","x1586131046323879936",2022-10-28 23:01:24,"R_Barnes407","If Florida State defensive tackle Fabien Lovett is cleared to play vs. Georgia Tech, he could have quite the return.

The Yellow Jackets rank No. 125 nationally in sacks allowed and No. 124 in tackles for a loss allowed per game. https://t.co/7GiaCYKIaR","Twitter for iPhone",140,,,,FALSE,TRUE,0,8,,,,,,,,,,,,,,,,"x727257229","CarterKarels","en",,,,,,,,,,,,,,,,"x1586076035459829762","If Florida State defensive tackle Fabien Lovett is cleared to play vs. Georgia Tech, he could have quite the return.

The Yellow Jackets rank No. 125 nationally in sacks allowed and No. 124 in tackles for a loss allowed per game. https://t.co/7GiaCYKIaR",2022-10-28 19:22:49,"Twitter Web App",53,8,"x727257229","CarterKarels","Carter Karels",6694,999,12427,"","Florida State beat writer for @TDOnline and @NoleSports. Previously covered Notre Dame football for @SBTribune. Email: Ckarels@gannett.com.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/R_Barnes407/status/1586131046323879936","Richie Barnes","Orlando, FL","co-host of @doublefriespod 🍟 🍟 and @parforepod⛳️🏌️ Noles everything, Bucs 🏈 Magic 🏀 Rays ⚾️ Lightning 🏒 Orlando City ⚽️ Tiger and Brooksy ⛳️",,FALSE,3357,989,37,39806,61557,2009-04-04 17:50:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/28836649/1655973858","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1539912126420189187/VsSfW0NA_normal.jpg"
"x25078172","x1586130895274139649",2022-10-28 23:00:48,"BulldogClub","#GWUHomecoming22 is here. Register for the Homecoming Auction and start bidding. 
Bid and win a VIP experience with:
 @GWUBaseball at Georgia Tech
 @GWU_MBK at UNC Chapel Hill
 @GWU_WBK at Clemson
and other GWU teams!
Auction ends Sunday at 11:59 pm
▶️https://t.co/N4YEzyuiWs https://t.co/IDEebl8uFJ","Hootsuite Inc.",275,,,,FALSE,FALSE,3,2,,,"GWUHomecoming22",,"qtego.net/qlink/gardnerw…","https://t.co/N4YEzyuiWs","https://qtego.net/qlink/gardnerwebb","http://pbs.twimg.com/media/FgMRpH4X0AMzv9i.jpg","https://t.co/IDEebl8uFJ","https://twitter.com/BulldogClub/status/1586130895274139649/photo/1","photo","http://pbs.twimg.com/media/FgMRpH4X0AMzv9i.jpg http://pbs.twimg.com/media/FgMRpJHWYAYMbnW.jpg http://pbs.twimg.com/media/FgMRpJwXEAQoMGt.jpg","https://t.co/IDEebl8uFJ https://t.co/IDEebl8uFJ https://t.co/IDEebl8uFJ","https://twitter.com/BulldogClub/status/1586130895274139649/photo/1 https://twitter.com/BulldogClub/status/1586130895274139649/photo/1 https://twitter.com/BulldogClub/status/1586130895274139649/photo/1",,"x2356912112 x2356853526 x2356830930","GWUBaseball GWU_MBK GWU_WBK","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BulldogClub/status/1586130895274139649","Gardner-Webb Bulldog Club","Boiling Springs, NC","Bulldog Club supports the 500+ student-athletes competing in NCAA Division I intercollegiate athletics at Gardner-Webb University.","https://t.co/1r6ga3sgEM",FALSE,636,119,7,3289,2926,2009-03-18 14:14:04,FALSE,"https://t.co/1r6ga3sgEM","https://webbgive.gardner-webb.edu/BulldogClub",,"https://pbs.twimg.com/profile_banners/25078172/1651148745","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1519654160005746689/WitO9o2E_normal.jpg"
"x1255022272412172288","x1586130786293620743",2022-10-28 23:00:22,"techinjektion","#Tech #NewsFlash 10/28
Ohio State, Georgia, Tennessee Face Dangerous Foes
https://t.co/hYxEL3n5Lc
#Technology #Bot #News","Tech Injektion Bot",120,,,,FALSE,FALSE,0,0,,,"Tech NewsFlash Technology Bot News",,"footballoutsiders.com/7th-day-advent…","https://t.co/hYxEL3n5Lc","https://www.footballoutsiders.com/7th-day-adventure/2022/ohio-state-georgia-tennessee-face-dangerous-foes",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/techinjektion/status/1586130786293620743","ᴛᴇᴄʜ ɪɴᴊᴇᴋᴛɪᴏɴ 🖥 💉 🤖","127.0.0.1","I tweet about Tech news, programmer jokes, quotes and cool stuff on APIs, Python, ReactJs, Linux along with useful tips and code samples for developers.","https://t.co/WseFOot1YA",FALSE,993,1,12,166320,50219,2020-04-28 06:33:47,FALSE,"https://t.co/WseFOot1YA","https://techinjektion.dev",,"https://pbs.twimg.com/profile_banners/1255022272412172288/1588189568",,"http://pbs.twimg.com/profile_images/1260798654056710145/leIPdFXr_normal.jpg"
"x1255022272412172288","x1586130760469184513",2022-10-28 23:00:16,"techinjektion","#Tech #NewsFlash 10/28
Vince Dooley, longtime Georgia football coach, dies at 90
https://t.co/9CtHqF41kH
#Technology #Bot #News","Tech Injektion Bot",127,,,,FALSE,FALSE,0,0,,,"Tech NewsFlash Technology Bot News",,"foxsports.com/stories/colleg…","https://t.co/9CtHqF41kH","https://www.foxsports.com/stories/college-football/vince-dooley-longtime-georgia-football-coach-dies-at-90",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/techinjektion/status/1586130760469184513","ᴛᴇᴄʜ ɪɴᴊᴇᴋᴛɪᴏɴ 🖥 💉 🤖","127.0.0.1","I tweet about Tech news, programmer jokes, quotes and cool stuff on APIs, Python, ReactJs, Linux along with useful tips and code samples for developers.","https://t.co/WseFOot1YA",FALSE,993,1,12,166320,50219,2020-04-28 06:33:47,FALSE,"https://t.co/WseFOot1YA","https://techinjektion.dev",,"https://pbs.twimg.com/profile_banners/1255022272412172288/1588189568",,"http://pbs.twimg.com/profile_images/1260798654056710145/leIPdFXr_normal.jpg"
"x1255022272412172288","x1586130792996028416",2022-10-28 23:00:24,"techinjektion","#Tech #NewsFlash 10/28
Georgia Tech vs Florida State Prediction, Game Preview
https://t.co/ykDddjAnmo
#Technology #Bot #News","Tech Injektion Bot",124,,,,FALSE,FALSE,0,0,,,"Tech NewsFlash Technology Bot News",,"collegefootballnews.com/2022/10/georgi…","https://t.co/ykDddjAnmo","https://collegefootballnews.com/2022/10/georgia-tech-vs-florida-state-prediction-game-preview-lines-tv",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/techinjektion/status/1586130792996028416","ᴛᴇᴄʜ ɪɴᴊᴇᴋᴛɪᴏɴ 🖥 💉 🤖","127.0.0.1","I tweet about Tech news, programmer jokes, quotes and cool stuff on APIs, Python, ReactJs, Linux along with useful tips and code samples for developers.","https://t.co/WseFOot1YA",FALSE,993,1,12,166320,50219,2020-04-28 06:33:47,FALSE,"https://t.co/WseFOot1YA","https://techinjektion.dev",,"https://pbs.twimg.com/profile_banners/1255022272412172288/1588189568",,"http://pbs.twimg.com/profile_images/1260798654056710145/leIPdFXr_normal.jpg"
"x1255022272412172288","x1586130762386083845",2022-10-28 23:00:17,"techinjektion","#Tech #NewsFlash 10/28
Women Finish 10th, Men Finish 11th at ACC Championships - Georgia Tech
https://t.co/g2Ob9SJYzs
#Technology #Bot #News","Tech Injektion Bot",140,,,,FALSE,FALSE,0,0,,,"Tech NewsFlash Technology Bot News",,"ramblinwreck.com/women-finish-1…","https://t.co/g2Ob9SJYzs","https://ramblinwreck.com/women-finish-10th-men-finish-11th-at-acc-championships/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/techinjektion/status/1586130762386083845","ᴛᴇᴄʜ ɪɴᴊᴇᴋᴛɪᴏɴ 🖥 💉 🤖","127.0.0.1","I tweet about Tech news, programmer jokes, quotes and cool stuff on APIs, Python, ReactJs, Linux along with useful tips and code samples for developers.","https://t.co/WseFOot1YA",FALSE,993,1,12,166320,50219,2020-04-28 06:33:47,FALSE,"https://t.co/WseFOot1YA","https://techinjektion.dev",,"https://pbs.twimg.com/profile_banners/1255022272412172288/1588189568",,"http://pbs.twimg.com/profile_images/1260798654056710145/leIPdFXr_normal.jpg"
"x192281684","x1586130752218968065",2022-10-28 23:00:14,"Pops2many","@GeorgiaFootball Much respect for Coach Dooley as a coach and a man from this Georgia Tech alum.","Twitter for iPhone",79,"x1586111891881234432","x321586997","GeorgiaFootball",FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"x321586997","GeorgiaFootball","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Pops2many/status/1586130752218968065","Larry Allen","Interweb","Pop Pop to 23. A Rambling Wreck from Georgia Tech (BME ‘81) that loves Jesus. I am so optimistic that even my blood type is B positive.",,FALSE,202,622,7,7840,2629,2010-09-18 17:55:02,FALSE,,,,,"http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1277691552748494848/wgkeWCD0_normal.jpg"
"x1287549461074509824","x1586130732593737729",2022-10-28 23:00:10,"nekovalorant","🚨WE ARE LIVE🚨

We have a channel takeover by @AVGLofficial for the AVGL X Dreamhack Valorant Invitational! 

Stop by and cheer on teams like UCF, Georgia Tech, and your Shenandoah hornets! https://t.co/liPKGc5caq","Twitter for Android",139,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x988141462327046146 x1955217577","ShenUesports AVGLofficial","en",,,,,,,,,,,,,,,,"x1586129979712028672","🚨WE ARE LIVE🚨

We have a channel takeover by @AVGLofficial for the AVGL X Dreamhack Valorant Invitational! 

Stop by and cheer on teams like UCF, Georgia Tech, and your Shenandoah hornets! https://t.co/liPKGc5caq",2022-10-28 22:57:10,"Twitter for iPhone",11,1,"x988141462327046146","ShenUesports","Spookydoah Esports 👻",1204,151,1136,"Winchester, VA","Educating and empowering the future leaders of the esports industry | OW/RL/LoL/Smash/Valorant/COD/Apex | Partner of: @neubrands, @RESPAWNProducts, & @nanoleaf",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nekovalorant/status/1586130732593737729","DV neko","TSM Valorant #1 Fanboy","Yo I'm neko | 19 | Gamer | Valorant Addict | Streamer | @ShenUesports | On the road to pro","https://t.co/Eq2oMPdAww",FALSE,112,540,0,8979,17742,2020-07-27 00:44:55,FALSE,"https://t.co/Eq2oMPdAww","http://twitch.tv/nekokole",,"https://pbs.twimg.com/profile_banners/1287549461074509824/1657143412",,"http://pbs.twimg.com/profile_images/1316889774272151552/Raicsj_3_normal.jpg"
"x150514073","x1586130702915219457",2022-10-28 23:00:03,"kathylem","Check out GT - Georgia Tech Vintage  Football Tree Window Ornament https://t.co/L07I67vHZ4 #eBay via @eBay","Twitter for iPhone",106,,,,FALSE,FALSE,0,0,,,"eBay",,"ebay.com/itm/2557727199…","https://t.co/L07I67vHZ4","https://www.ebay.com/itm/255772719973?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=Q6ExyZ6sS7C&sssrc=2349624&ssuid=Q6ExyZ6sS7C&var=&widget_ver=artemis&media=TW",,,,,,,,,"x19709040","eBay","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kathylem/status/1586130702915219457","Kathy Robinson","","Love to travel!",,FALSE,1437,1454,10,6555,5059,2010-06-01 03:41:20,FALSE,,,,"https://pbs.twimg.com/profile_banners/150514073/1422919944","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/538840566868742144/M_qxrq6V_normal.jpeg"
